Elapsed Time, Bank, EEPROM, Failures
0, 1, 2, 192000
0, 1, 3, 192000
0, 1, 4, 768000
0, 1, 5, 768000
0, 1, 6, 768000
0, 1, 7, 768000
0, 0, 0, 28000
0, 0, 1, 28000
0, 0, 2, 28000
0, 0, 3, 28000
0, 0, 4, 3584000
0, 0, 5, 3584000
0, 0, 6, 3584000
0, 0, 7, 3584000
0, 1, 0, 224000
0, 1, 1, 224000
0, 1, 2, 224000
0, 1, 3, 224000
0, 1, 4, 896000
0, 1, 5, 896000
0, 1, 6, 896000
0, 1, 7, 896000
0, 0, 0, 32000
0, 0, 1, 32000
0, 0, 2, 32000
0, 0, 3, 32000
0, 0, 4, 4096000
0, 0, 5, 4096000
0, 0, 6, 4096000
0, 0, 7, 4096000
0, 1, 0, 256000
0, 1, 1, 256000
0, 1, 2, 256000
0, 1, 3, 256000
0, 1, 4, 1024000
0, 1, 5, 1024000
0, 1, 6, 1024000
0, 1, 7, 1024000
0, 0, 0, 36000
0, 0, 1, 36000
0, 0, 2, 36000
0, 0, 3, 36000
0, 0, 4, 4608000
0, 0, 5, 4608000
0, 0, 6, 4608000
0, 0, 7, 4608000
0, 1, 0, 288000
0, 1, 1, 288000
0, 1, 2, 288000
0, 1, 3, 288000
0, 1, 4, 1152000
0, 1, 5, 1152000
0, 1, 6, 1152000
0, 1, 7, 1152000
0, 0, 0, 40000
0, 0, 1, 40000
0, 0, 2, 40000
0, 0, 3, 40000
0, 0, 4, 5120000
0, 0, 5, 5120000
0, 0, 6, 5120000
1, 0, 7, 5120000
1, 1, 0, 320000
1, 1, 1, 320000
1, 1, 2, 320000
1, 1, 3, 320000
1, 1, 4, 1280000
1, 1, 5, 1280000
1, 1, 6, 1280000
1, 1, 7, 1280000
1, 0, 0, 44000
1, 0, 1, 44000
1, 0, 2, 44000
1, 0, 3, 44000
1, 0, 4, 5632000
1, 0, 5, 5632000
1, 0, 6, 5632000
1, 0, 7, 5632000
1, 1, 0, 352000
1, 1, 1, 352000
1, 1, 2, 352000
1, 1, 3, 352000
1, 1, 4, 1408000
1, 1, 5, 1408000
1, 1, 6, 1408000
1, 1, 7, 1408000
1, 0, 0, 48000
1, 0, 1, 48000
1, 0, 2, 48000
1, 0, 3, 48000
1, 0, 4, 6144000
1, 0, 5, 6144000
1, 0, 6, 6144000
1, 0, 7, 6144000
1, 1, 0, 384000
1, 1, 1, 384000
1, 1, 2, 384000
1, 1, 3, 384000
1, 1, 4, 1536000
1, 1, 5, 1536000
1, 1, 6, 1536000
1, 1, 7, 1536000
1, 0, 0, 52000
1, 0, 1, 52000
1, 0, 2, 52000
1, 0, 3, 52000
1, 0, 4, 6656000
1, 0, 5, 6656000
1, 0, 6, 6656000
1, 0, 7, 6656000
1, 1, 0, 416000
1, 1, 1, 416000
1, 1, 2, 416000
1, 1, 3, 416000
1, 1, 4, 1664000
1, 1, 5, 1664000
1, 1, 6, 1664000
1, 1, 7, 1664000
1, 0, 0, 56000
1, 0, 1, 56000
1, 0, 2, 56000
1, 0, 3, 56000
1, 0, 4, 7168000
1, 0, 5, 7168000
1, 0, 6, 7168000
1, 0, 7, 7168000
1, 1, 0, 448000
1, 1, 1, 448000
1, 1, 2, 448000
1, 1, 3, 448000
1, 1, 4, 1792000
1, 1, 5, 1792000
1, 1, 6, 1792000
1, 1, 7, 1792000
1, 0, 0, 60000
1, 0, 1, 60000
1, 0, 2, 60000
1, 0, 3, 60000
1, 0, 4, 7680000
1, 0, 5, 7680000
1, 0, 6, 7680000
1, 0, 7, 7680000
1, 1, 0, 480000
1, 1, 1, 480000
1, 1, 2, 480000
1, 1, 3, 480000
1, 1, 4, 1920000
1, 1, 5, 1920000
1, 1, 6, 1920000
1, 1, 7, 1920000
1, 0, 0, 64000
1, 0, 1, 64000
1, 0, 2, 64000
1, 0, 3, 64000
1, 0, 4, 8192000
1, 0, 5, 8192000
1, 0, 6, 8192000
1, 0, 7, 8192000
1, 1, 0, 512000
1, 1, 1, 512000
1, 1, 2, 512000
1, 1, 3, 512000
1, 1, 4, 2048000
1, 1, 5, 2048000
1, 1, 6, 2048000
1, 1, 7, 2048000
1, 0, 0, 68000
1, 0, 1, 68000
1, 0, 2, 68000
1, 0, 3, 68000
1, 0, 4, 8704000
1, 0, 5, 8704000
1, 0, 6, 8704000
1, 0, 7, 8704000
1, 1, 0, 544000
1, 1, 1, 544000
1, 1, 2, 544000
1, 1, 3, 544000
1, 1, 4, 2176000
1, 1, 5, 2176000
1, 1, 6, 2176000
1, 1, 7, 2176000
1, 0, 0, 72000
1, 0, 1, 72000
1, 0, 2, 72000
1, 0, 3, 72000
1, 0, 4, 9216000
1, 0, 5, 9216000
1, 0, 6, 9216000
1, 0, 7, 9216000
1, 1, 0, 576000
1, 1, 1, 576000
1, 1, 2, 576000
1, 1, 3, 576000
1, 1, 4, 2304000
1, 1, 5, 2304000
1, 1, 6, 2304000
1, 1, 7, 2304000
1, 0, 0, 76000
1, 0, 1, 76000
1, 0, 2, 76000
1, 0, 3, 76000
1, 0, 4, 9728000
1, 0, 5, 9728000
1, 0, 6, 9728000
1, 0, 7, 9728000
1, 1, 0, 608000
1, 1, 1, 608000
1, 1, 2, 608000
1, 1, 3, 608000
1, 1, 4, 2432000
1, 1, 5, 2432000
1, 1, 6, 2432000
1, 1, 7, 2432000
1, 0, 0, 80000
1, 0, 1, 80000
1, 0, 2, 80000
1, 0, 3, 80000
1, 0, 4, 10240000
1, 0, 5, 10240000
1, 0, 6, 10240000
1, 0, 7, 10240000
1, 1, 0, 640000
1, 1, 1, 640000
1, 1, 2, 640000
1, 1, 3, 640000
1, 1, 4, 2560000
1, 1, 5, 2560000
1, 1, 6, 2560000
1, 1, 7, 2560000
1, 0, 0, 84000
1, 0, 1, 84000
1, 0, 2, 84000
1, 0, 3, 84000
1, 0, 4, 10752000
1, 0, 5, 10752000
1, 0, 6, 10752000
1, 0, 7, 10752000
1, 1, 0, 672000
1, 1, 1, 672000
1, 1, 2, 672000
1, 1, 3, 672000
1, 1, 4, 2688000
1, 1, 5, 2688000
1, 1, 6, 2688000
1, 1, 7, 2688000
1, 0, 0, 88000
1, 0, 1, 88000
1, 0, 2, 88000
1, 0, 3, 88000
1, 0, 4, 11264000
1, 0, 5, 11264000
1, 0, 6, 11264000
1, 0, 7, 11264000
1, 1, 0, 704000
1, 1, 1, 704000
1, 1, 2, 704000
1, 1, 3, 704000
1, 1, 4, 2816000
1, 1, 5, 2816000
1, 1, 6, 2816000
1, 1, 7, 2816000
1, 0, 0, 92000
1, 0, 1, 92000
1, 0, 2, 92000
1, 0, 3, 92000
1, 0, 4, 11776000
1, 0, 5, 11776000
1, 0, 6, 11776000
1, 0, 7, 11776000
1, 1, 0, 736000
1, 1, 1, 736000
1, 1, 2, 736000
1, 1, 3, 736000
1, 1, 4, 2944000
1, 1, 5, 2944000
1, 1, 6, 2944000
1, 1, 7, 2944000
1, 0, 0, 96000
1, 0, 1, 96000
1, 0, 2, 96000
1, 0, 3, 96000
1, 0, 4, 12288000
1, 0, 5, 12288000
1, 0, 6, 12288000
1, 0, 7, 12288000
1, 1, 0, 768000
1, 1, 1, 768000
1, 1, 2, 768000
1, 1, 3, 768000
1, 1, 4, 3072000
1, 1, 5, 3072000
1, 1, 6, 3072000
1, 1, 7, 3072000
1, 0, 0, 100000
1, 0, 1, 100000
1, 0, 2, 100000
1, 0, 3, 100000
1, 0, 4, 12800000
1, 0, 5, 12800000
1, 0, 6, 12800000
1, 0, 7, 12800000
1, 1, 0, 800000
1, 1, 1, 800000
1, 1, 2, 800000
1, 1, 3, 800000
1, 1, 4, 3200000
1, 1, 5, 3200000
1, 1, 6, 3200000
1, 1, 7, 3200000
1, 0, 0, 104000
1, 0, 1, 104000
1, 0, 2, 104000
1, 0, 3, 104000
1, 0, 4, 13312000
1, 0, 5, 13312000
1, 0, 6, 13312000
1, 0, 7, 13312000
1, 1, 0, 832000
1, 1, 1, 832000
1, 1, 2, 832000
1, 1, 3, 832000
1, 1, 4, 3328000
1, 1, 5, 3328000
1, 1, 6, 3328000
1, 1, 7, 3328000
1, 0, 0, 108000
1, 0, 1, 108000
1, 0, 2, 108000
1, 0, 3, 108000
1, 0, 4, 13824000
1, 0, 5, 13824000
1, 0, 6, 13824000
1, 0, 7, 13824000
1, 1, 0, 864000
1, 1, 1, 864000
1, 1, 2, 864000
1, 1, 3, 864000
1, 1, 4, 3456000
1, 1, 5, 3456000
1, 1, 6, 3456000
1, 1, 7, 3456000
1, 0, 0, 112000
1, 0, 1, 112000
1, 0, 2, 112000
1, 0, 3, 112000
1, 0, 4, 14336000
1, 0, 5, 14336000
1, 0, 6, 14336000
1, 0, 7, 14336000
1, 1, 0, 896000
1, 1, 1, 896000
1, 1, 2, 896000
1, 1, 3, 896000
1, 1, 4, 3584000
1, 1, 5, 3584000
1, 1, 6, 3584000
1, 1, 7, 3584000
1, 0, 0, 116000
1, 0, 1, 116000
1, 0, 2, 116000
1, 0, 3, 116000
1, 0, 4, 14848000
1, 0, 5, 14848000
1, 0, 6, 14848000
1, 0, 7, 14848000
1, 1, 0, 928000
1, 1, 1, 928000
1, 1, 2, 928000
1, 1, 3, 928000
1, 1, 4, 3712000
1, 1, 5, 3712000
1, 1, 6, 3712000
1, 1, 7, 3712000
1, 0, 0, 120000
1, 0, 1, 120000
1, 0, 2, 120000
1, 0, 3, 120000
1, 0, 4, 15360000
1, 0, 5, 15360000
1, 0, 6, 15360000
1, 0, 7, 15360000
1, 1, 0, 960000
1, 1, 1, 960000
1, 1, 2, 960000
1, 1, 3, 960000
1, 1, 4, 3840000
1, 1, 5, 3840000
1, 1, 6, 3840000
1, 1, 7, 3840000
1, 0, 0, 124000
1, 0, 1, 124000
1, 0, 2, 124000
1, 0, 3, 124000
1, 0, 4, 15872000
1, 0, 5, 15872000
1, 0, 6, 15872000
1, 0, 7, 15872000
1, 1, 0, 992000
1, 1, 1, 992000
1, 1, 2, 992000
1, 1, 3, 992000
1, 1, 4, 3968000
1, 1, 5, 3968000
1, 1, 6, 3968000
1, 1, 7, 3968000
1, 0, 0, 128000
1, 0, 1, 128000
1, 0, 2, 128000
1, 0, 3, 128000
1, 0, 4, 16384000
1, 0, 5, 16384000
1, 0, 6, 16384000
1, 0, 7, 16384000
1, 1, 0, 1024000
1, 1, 1, 1024000
1, 1, 2, 1024000
1, 1, 3, 1024000
1, 1, 4, 4096000
1, 1, 5, 4096000
1, 1, 6, 4096000
1, 1, 7, 4096000
1, 0, 0, 132000
1, 0, 1, 132000
1, 0, 2, 132000
1, 0, 3, 132000
1, 0, 4, 16896000
1, 0, 5, 16896000
1, 0, 6, 16896000
1, 0, 7, 16896000
1, 1, 0, 1056000
1, 1, 1, 1056000
1, 1, 2, 1056000
1, 1, 3, 1056000
1, 1, 4, 4224000
1, 1, 5, 4224000
1, 1, 6, 4224000
1, 1, 7, 4224000
1, 0, 0, 136000
1, 0, 1, 136000
1, 0, 2, 136000
1, 0, 3, 136000
1, 0, 4, 17408000
1, 0, 5, 17408000
1, 0, 6, 17408000
1, 0, 7, 17408000
1, 1, 0, 1088000
1, 1, 1, 1088000
1, 1, 2, 1088000
1, 1, 3, 1088000
1, 1, 4, 4352000
1, 1, 5, 4352000
1, 1, 6, 4352000
1, 1, 7, 4352000
1, 0, 0, 140000
1, 0, 1, 140000
1, 0, 2, 140000
1, 0, 3, 140000
1, 0, 4, 17920000
1, 0, 5, 17920000
1, 0, 6, 17920000
1, 0, 7, 17920000
1, 1, 0, 1120000
1, 1, 1, 1120000
1, 1, 2, 1120000
1, 1, 3, 1120000
1, 1, 4, 4480000
1, 1, 5, 4480000
1, 1, 6, 4480000
1, 1, 7, 4480000
1, 0, 0, 144000
1, 0, 1, 144000
1, 0, 2, 144000
1, 0, 3, 144000
1, 0, 4, 18432000
1, 0, 5, 18432000
1, 0, 6, 18432000
1, 0, 7, 18432000
1, 1, 0, 1152000
1, 1, 1, 1152000
1, 1, 2, 1152000
1, 1, 3, 1152000
1, 1, 4, 4608000
1, 1, 5, 4608000
1, 1, 6, 4608000
1, 1, 7, 4608000
1, 0, 0, 148000
1, 0, 1, 148000
1, 0, 2, 148000
1, 0, 3, 148000
1, 0, 4, 18944000
1, 0, 5, 18944000
1, 0, 6, 18944000
1, 0, 7, 18944000
1, 1, 0, 1184000
1, 1, 1, 1184000
1, 1, 2, 1184000
1, 1, 3, 1184000
1, 1, 4, 4736000
1, 1, 5, 4736000
1, 1, 6, 4736000
1, 1, 7, 4736000
1, 0, 0, 152000
1, 0, 1, 152000
1, 0, 2, 152000
1, 0, 3, 152000
1, 0, 4, 19456000
1, 0, 5, 19456000
1, 0, 6, 19456000
1, 0, 7, 19456000
1, 1, 0, 1216000
1, 1, 1, 1216000
1, 1, 2, 1216000
1, 1, 3, 1216000
1, 1, 4, 4864000
1, 1, 5, 4864000
1, 1, 6, 4864000
1, 1, 7, 4864000
1, 0, 0, 156000
1, 0, 1, 156000
1, 0, 2, 156000
1, 0, 3, 156000
1, 0, 4, 19968000
1, 0, 5, 19968000
1, 0, 6, 19968000
1, 0, 7, 19968000
1, 1, 0, 1248000
1, 1, 1, 1248000
1, 1, 2, 1248000
1, 1, 3, 1248000
1, 1, 4, 4992000
1, 1, 5, 4992000
1, 1, 6, 4992000
1, 1, 7, 4992000
1, 0, 0, 160000
1, 0, 1, 160000
1, 0, 2, 160000
1, 0, 3, 160000
1, 0, 4, 20480000
1, 0, 5, 20480000
1, 0, 6, 20480000
1, 0, 7, 20480000
1, 1, 0, 1280000
1, 1, 1, 1280000
1, 1, 2, 1280000
1, 1, 3, 1280000
1, 1, 4, 5120000
1, 1, 5, 5120000
1, 1, 6, 5120000
1, 1, 7, 5120000
1, 0, 0, 164000
1, 0, 1, 164000
1, 0, 2, 164000
1, 0, 3, 164000
1, 0, 4, 20992000
1, 0, 5, 20992000
1, 0, 6, 20992000
1, 0, 7, 20992000
1, 1, 0, 1312000
1, 1, 1, 1312000
1, 1, 2, 1312000
1, 1, 3, 1312000
1, 1, 4, 5248000
1, 1, 5, 5248000
1, 1, 6, 5248000
1, 1, 7, 5248000
1, 0, 0, 168000
1, 0, 1, 168000
1, 0, 2, 168000
1, 0, 3, 168000
1, 0, 4, 21504000
1, 0, 5, 21504000
1, 0, 6, 21504000
1, 0, 7, 21504000
1, 1, 0, 1344000
1, 1, 1, 1344000
1, 1, 2, 1344000
1, 1, 3, 1344000
1, 1, 4, 5376000
1, 1, 5, 5376000
1, 1, 6, 5376000
1, 1, 7, 5376000
1, 0, 0, 172000
1, 0, 1, 172000
1, 0, 2, 172000
1, 0, 3, 172000
1, 0, 4, 22016000
1, 0, 5, 22016000
1, 0, 6, 22016000
1, 0, 7, 22016000
1, 1, 0, 1376000
1, 1, 1, 1376000
1, 1, 2, 1376000
1, 1, 3, 1376000
1, 1, 4, 5504000
1, 1, 5, 5504000
1, 1, 6, 5504000
1, 1, 7, 5504000
1, 0, 0, 176000
1, 0, 1, 176000
1, 0, 2, 176000
1, 0, 3, 176000
1, 0, 4, 22528000
1, 0, 5, 22528000
1, 0, 6, 22528000
1, 0, 7, 22528000
1, 1, 0, 1408000
1, 1, 1, 1408000
1, 1, 2, 1408000
1, 1, 3, 1408000
1, 1, 4, 5632000
1, 1, 5, 5632000
1, 1, 6, 5632000
1, 1, 7, 5632000
1, 0, 0, 180000
1, 0, 1, 180000
1, 0, 2, 180000
1, 0, 3, 180000
1, 0, 4, 23040000
1, 0, 5, 23040000
1, 0, 6, 23040000
1, 0, 7, 23040000
1, 1, 0, 1440000
1, 1, 1, 1440000
1, 1, 2, 1440000
1, 1, 3, 1440000
1, 1, 4, 5760000
1, 1, 5, 5760000
1, 1, 6, 5760000
1, 1, 7, 5760000
1, 0, 0, 184000
1, 0, 1, 184000
1, 0, 2, 184000
1, 0, 3, 184000
1, 0, 4, 23552000
1, 0, 5, 23552000
1, 0, 6, 23552000
1, 0, 7, 23552000
1, 1, 0, 1472000
1, 1, 1, 1472000
1, 1, 2, 1472000
1, 1, 3, 1472000
1, 1, 4, 5888000
1, 1, 5, 5888000
1, 1, 6, 5888000
1, 1, 7, 5888000
1, 0, 0, 188000
1, 0, 1, 188000
1, 0, 2, 188000
1, 0, 3, 188000
1, 0, 4, 24064000
1, 0, 5, 24064000
1, 0, 6, 24064000
1, 0, 7, 24064000
1, 1, 0, 1504000
1, 1, 1, 1504000
1, 1, 2, 1504000
1, 1, 3, 1504000
1, 1, 4, 6016000
1, 1, 5, 6016000
1, 1, 6, 6016000
1, 1, 7, 6016000
1, 0, 0, 192000
1, 0, 1, 192000
1, 0, 2, 192000
1, 0, 3, 192000
1, 0, 4, 24576000
1, 0, 5, 24576000
1, 0, 6, 24576000
1, 0, 7, 24576000
1, 1, 0, 1536000
1, 1, 1, 1536000
1, 1, 2, 1536000
1, 1, 3, 1536000
1, 1, 4, 6144000
1, 1, 5, 6144000
1, 1, 6, 6144000
1, 1, 7, 6144000
1, 0, 0, 196000
1, 0, 1, 196000
1, 0, 2, 196000
1, 0, 3, 196000
1, 0, 4, 25088000
1, 0, 5, 25088000
1, 0, 6, 25088000
1, 0, 7, 25088000
1, 1, 0, 1568000
1, 1, 1, 1568000
1, 1, 2, 1568000
1, 1, 3, 1568000
1, 1, 4, 6272000
1, 1, 5, 6272000
1, 1, 6, 6272000
1, 1, 7, 6272000
1, 0, 0, 200000
1, 0, 1, 200000
1, 0, 2, 200000
1, 0, 3, 200000
1, 0, 4, 25600000
1, 0, 5, 25600000
1, 0, 6, 25600000
1, 0, 7, 25600000
1, 1, 0, 1600000
1, 1, 1, 1600000
1, 1, 2, 1600000
1, 1, 3, 1600000
1, 1, 4, 6400000
1, 1, 5, 6400000
1, 1, 6, 6400000
1, 1, 7, 6400000
1, 0, 0, 204000
1, 0, 1, 204000
1, 0, 2, 204000
1, 0, 3, 204000
1, 0, 4, 26112000
1, 0, 5, 26112000
1, 0, 6, 26112000
1, 0, 7, 26112000
1, 1, 0, 1632000
1, 1, 1, 1632000
1, 1, 2, 1632000
1, 1, 3, 1632000
1, 1, 4, 6528000
1, 1, 5, 6528000
1, 1, 6, 6528000
1, 1, 7, 6528000
1, 0, 0, 208000
1, 0, 1, 208000
1, 0, 2, 208000
1, 0, 3, 208000
1, 0, 4, 26624000
1, 0, 5, 26624000
1, 0, 6, 26624000
1, 0, 7, 26624000
1, 1, 0, 1664000
1, 1, 1, 1664000
1, 1, 2, 1664000
1, 1, 3, 1664000
1, 1, 4, 6656000
1, 1, 5, 6656000
1, 1, 6, 6656000
1, 1, 7, 6656000
1, 0, 0, 212000
1, 0, 1, 212000
1, 0, 2, 212000
1, 0, 3, 212000
1, 0, 4, 27136000
1, 0, 5, 27136000
1, 0, 6, 27136000
1, 0, 7, 27136000
1, 1, 0, 1696000
1, 1, 1, 1696000
1, 1, 2, 1696000
1, 1, 3, 1696000
1, 1, 4, 6784000
1, 1, 5, 6784000
1, 1, 6, 6784000
1, 1, 7, 6784000
1, 0, 0, 216000
1, 0, 1, 216000
1, 0, 2, 216000
1, 0, 3, 216000
1, 0, 4, 27648000
1, 0, 5, 27648000
1, 0, 6, 27648000
1, 0, 7, 27648000
1, 1, 0, 1728000
1, 1, 1, 1728000
1, 1, 2, 1728000
1, 1, 3, 1728000
1, 1, 4, 6912000
1, 1, 5, 6912000
1, 1, 6, 6912000
1, 1, 7, 6912000
1, 0, 0, 220000
1, 0, 1, 220000
1, 0, 2, 220000
1, 0, 3, 220000
1, 0, 4, 28160000
1, 0, 5, 28160000
1, 0, 6, 28160000
1, 0, 7, 28160000
1, 1, 0, 1760000
1, 1, 1, 1760000
1, 1, 2, 1760000
1, 1, 3, 1760000
1, 1, 4, 7040000
1, 1, 5, 7040000
1, 1, 6, 7040000
1, 1, 7, 7040000
1, 0, 0, 224000
1, 0, 1, 224000
1, 0, 2, 224000
1, 0, 3, 224000
1, 0, 4, 28672000
1, 0, 5, 28672000
1, 0, 6, 28672000
1, 0, 7, 28672000
1, 1, 0, 1792000
1, 1, 1, 1792000
1, 1, 2, 1792000
1, 1, 3, 1792000
1, 1, 4, 7168000
1, 1, 5, 7168000
1, 1, 6, 7168000
1, 1, 7, 7168000
1, 0, 0, 228000
1, 0, 1, 228000
1, 0, 2, 228000
1, 0, 3, 228000
1, 0, 4, 29184000
1, 0, 5, 29184000
1, 0, 6, 29184000
1, 0, 7, 29184000
1, 1, 0, 1824000
1, 1, 1, 1824000
1, 1, 2, 1824000
1, 1, 3, 1824000
1, 1, 4, 7296000
1, 1, 5, 7296000
1, 1, 6, 7296000
1, 1, 7, 7296000
1, 0, 0, 232000
1, 0, 1, 232000
1, 0, 2, 232000
1, 0, 3, 232000
1, 0, 4, 29696000
1, 0, 5, 29696000
1, 0, 6, 29696000
1, 0, 7, 29696000
1, 1, 0, 1856000
1, 1, 1, 1856000
1, 1, 2, 1856000
1, 1, 3, 1856000
1, 1, 4, 7424000
1, 1, 5, 7424000
1, 1, 6, 7424000
1, 1, 7, 7424000
1, 0, 0, 236000
1, 0, 1, 236000
1, 0, 2, 236000
1, 0, 3, 236000
1, 0, 4, 30208000
1, 0, 5, 30208000
1, 0, 6, 30208000
1, 0, 7, 30208000
1, 1, 0, 1888000
1, 1, 1, 1888000
1, 1, 2, 1888000
1, 1, 3, 1888000
1, 1, 4, 7552000
1, 1, 5, 7552000
1, 1, 6, 7552000
1, 1, 7, 7552000
1, 0, 0, 240000
1, 0, 1, 240000
1, 0, 2, 240000
1, 0, 3, 240000
1, 0, 4, 30720000
1, 0, 5, 30720000
1, 0, 6, 30720000
1, 0, 7, 30720000
1, 1, 0, 1920000
1, 1, 1, 1920000
1, 1, 2, 1920000
1, 1, 3, 1920000
1, 1, 4, 7680000
1, 1, 5, 7680000
1, 1, 6, 7680000
1, 1, 7, 7680000
1, 0, 0, 244000
1, 0, 1, 244000
1, 0, 2, 244000
1, 0, 3, 244000
1, 0, 4, 31232000
1, 0, 5, 31232000
1, 0, 6, 31232000
1, 0, 7, 31232000
1, 1, 0, 1952000
1, 1, 1, 1952000
1, 1, 2, 1952000
1, 1, 3, 1952000
1, 1, 4, 7808000
1, 1, 5, 7808000
1, 1, 6, 7808000
1, 1, 7, 7808000
1, 0, 0, 248000
1, 0, 1, 248000
1, 0, 2, 248000
1, 0, 3, 248000
1, 0, 4, 31744000
1, 0, 5, 31744000
1, 0, 6, 31744000
1, 0, 7, 31744000
1, 1, 0, 1984000
1, 1, 1, 1984000
1, 1, 2, 1984000
1, 1, 3, 1984000
1, 1, 4, 7936000
1, 1, 5, 7936000
1, 1, 6, 7936000
1, 1, 7, 7936000
1, 0, 0, 252000
1, 0, 1, 252000
1, 0, 2, 252000
1, 0, 3, 252000
1, 0, 4, 32256000
1, 0, 5, 32256000
1, 0, 6, 32256000
1, 0, 7, 32256000
1, 1, 0, 2016000
1, 1, 1, 2016000
1, 1, 2, 2016000
1, 1, 3, 2016000
1, 1, 4, 8064000
1, 1, 5, 8064000
1, 1, 6, 8064000
1, 1, 7, 8064000
1, 0, 0, 256000
1, 0, 1, 256000
1, 0, 2, 256000
1, 0, 3, 256000
1, 0, 4, 32768000
1, 0, 5, 32768000
1, 0, 6, 32768000
1, 0, 7, 32768000
1, 1, 0, 2048000
1, 1, 1, 2048000
1, 1, 2, 2048000
1, 1, 3, 2048000
1, 1, 4, 8192000
1, 1, 5, 8192000
1, 1, 6, 8192000
1, 1, 7, 8192000
1, 0, 0, 260000
1, 0, 1, 260000
1, 0, 2, 260000
1, 0, 3, 260000
1, 0, 4, 33280000
1, 0, 5, 33280000
1, 0, 6, 33280000
1, 0, 7, 33280000
1, 1, 0, 2080000
1, 1, 1, 2080000
1, 1, 2, 2080000
1, 1, 3, 2080000
1, 1, 4, 8320000
1, 1, 5, 8320000
1, 1, 6, 8320000
1, 1, 7, 8320000
1, 0, 0, 264000
1, 0, 1, 264000
1, 0, 2, 264000
1, 0, 3, 264000
1, 0, 4, 33792000
1, 0, 5, 33792000
1, 0, 6, 33792000
1, 0, 7, 33792000
1, 1, 0, 2112000
1, 1, 1, 2112000
1, 1, 2, 2112000
1, 1, 3, 2112000
1, 1, 4, 8448000
1, 1, 5, 8448000
1, 1, 6, 8448000
1, 1, 7, 8448000
1, 0, 0, 268000
1, 0, 1, 268000
1, 0, 2, 268000
1, 0, 3, 268000
1, 0, 4, 34304000
1, 0, 5, 34304000
1, 0, 6, 34304000
1, 0, 7, 34304000
1, 1, 0, 2144000
1, 1, 1, 2144000
1, 1, 2, 2144000
1, 1, 3, 2144000
1, 1, 4, 8576000
1, 1, 5, 8576000
1, 1, 6, 8576000
1, 1, 7, 8576000
1, 0, 0, 272000
1, 0, 1, 272000
1, 0, 2, 272000
1, 0, 3, 272000
1, 0, 4, 34816000
1, 0, 5, 34816000
1, 0, 6, 34816000
1, 0, 7, 34816000
1, 1, 0, 2176000
1, 1, 1, 2176000
1, 1, 2, 2176000
1, 1, 3, 2176000
1, 1, 4, 8704000
1, 1, 5, 8704000
1, 1, 6, 8704000
1, 1, 7, 8704000
1, 0, 0, 276000
1, 0, 1, 276000
1, 0, 2, 276000
1, 0, 3, 276000
1, 0, 4, 35328000
1, 0, 5, 35328000
1, 0, 6, 35328000
1, 0, 7, 35328000
1, 1, 0, 2208000
1, 1, 1, 2208000
1, 1, 2, 2208000
1, 1, 3, 2208000
1, 1, 4, 8832000
1, 1, 5, 8832000
1, 1, 6, 8832000
1, 1, 7, 8832000
1, 0, 0, 280000
1, 0, 1, 280000
1, 0, 2, 280000
